qid,pos_tag_count
2461,"Counter({'NN': 6, 'VBZ': 2, 'CC': 1, 'IN': 1, 'CD': 1, 'WDT': 1, 'WP': 1, 'DT': 1, '.': 1, 'NNS': 1})"
2463,"Counter({'JJ': 5, 'NN': 3, 'IN': 3, 'VB': 2, '.': 2, 'MD': 1, 'WP': 1, 'PRP$': 1, 'VBP': 1, 'DT': 1, 'NNS': 1})"
2465,"Counter({'NN': 5, 'NNS': 3, 'VBG': 2, 'RB': 2, 'CC': 2, 'JJ': 2, 'VB': 1, '.': 1, 'TO': 1, 'IN': 1, 'VBZ': 1})"
2467,"Counter({'NN': 10, 'JJ': 4, 'IN': 4, 'VB': 3, 'CC': 2, 'VBP': 2, 'PRP': 2, 'RB': 2, 'DT': 2, 'WRB': 1, ',': 1, 'VBG': 1, 'TO': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
2469,"Counter({'NN': 3, 'VB': 2, 'RB': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'JJ': 1, 'CC': 1, '.': 1, 'TO': 1, 'DT': 1})"
2471,"Counter({'NN': 2, 'VBZ': 2, 'DT': 2, 'IN': 1, 'VBN': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'WP': 1})"
2473,"Counter({'IN': 3, 'NN': 2, 'JJ': 2, 'MD': 1, 'VB': 1, 'VBG': 1, 'WP': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1, 'NNS': 1})"
2475,"Counter({'NN': 1, 'JJS': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'PRP': 1, 'RB': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2477,"Counter({'NN': 1, 'WP': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2479,"Counter({'NN': 2, 'IN': 2, 'VB': 1, 'RP': 1, 'WP': 1, 'CD': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
2481,"Counter({'NN': 3, 'MD': 1, 'VB': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2483,"Counter({'NN': 6, 'VBZ': 3, 'DT': 3, 'NNP': 2, 'FW': 1, 'JJR': 1, '.': 1, 'IN': 1})"
2485,"Counter({'IN': 3, 'VB': 2, 'WRB': 1, 'JJ': 1, 'NN': 1, 'CD': 1, 'VBP': 1, 'RB': 1, 'VBG': 1, '.': 1})"
2487,"Counter({'NN': 2, 'JJS': 1, '.': 1, 'VBP': 1, 'WP': 1, 'DT': 1})"
2489,"Counter({'JJS': 2, 'NN': 1, 'CC': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'RB': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2491,"Counter({'NN': 2, 'JJ': 2, 'IN': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'VBD': 1, 'WP': 1, '.': 1})"
2493,"Counter({'NN': 2, 'VB': 1, 'WRB': 1, 'JJ': 1, '.': 1, 'TO': 1, 'PRP': 1, 'RB': 1, 'VBZ': 1, 'DT': 1})"
2495,"Counter({'JJ': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'RB': 1, 'NNS': 1})"
2497,"Counter({'VB': 3, 'MD': 1, 'NN': 1, 'IN': 1, '.': 1, 'TO': 1, 'JJ': 1, 'WP': 1})"
2499,"Counter({'IN': 3, 'NN': 2, 'JJ': 2, 'DT': 2, 'NNS': 2, 'VBD': 1, 'RBS': 1, '.': 1, 'WP': 1})"
2501,"Counter({'NN': 2, 'VB': 1, 'JJS': 1, 'PRP$': 1, '.': 1, 'IN': 1})"
2503,"Counter({'NN': 5, 'IN': 2, 'CD': 2, 'DT': 2, 'MD': 1, ',': 1, 'WP': 1, '.': 1, 'NNS': 1})"
2505,"Counter({'RB': 2, 'VBD': 2, '.': 2, 'VB': 1, 'WRB': 1, 'NN': 1, 'CC': 1, 'PRP': 1, 'JJ': 1, 'WP': 1, 'DT': 1})"
2507,"Counter({'IN': 2, 'MD': 1, 'PRP$': 1, 'RB': 1, 'NN': 1, 'WP': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'VBZ': 1, 'NNS': 1})"
2509,"Counter({'NN': 3, 'CD': 2, 'IN': 2, 'VB': 1, 'VBG': 1, 'CC': 1, 'WP': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'DT': 1, '.': 1, 'NNS': 1})"
2511,"Counter({'NN': 3, 'CC': 1, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2513,"Counter({'VBP': 2, 'WDT': 2, 'JJ': 1, '.': 1, 'PRP': 1, 'RB': 1, 'DT': 1, 'NNS': 1})"
2515,"Counter({'NN': 3, 'PRP$': 1, ')': 1, '(': 1, 'WP': 1, 'CD': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
2517,"Counter({'NN': 10, 'VBG': 2, 'CD': 2, 'JJ': 2, 'IN': 2, 'VBZ': 2, 'MD': 1, 'VB': 1, ')': 1, '(': 1, ',': 1, 'CC': 1, 'VBP': 1, '.': 1})"
2519,"Counter({'NN': 3, 'IN': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'WP': 1, 'JJS': 1, ',': 1, 'CD': 1, 'PRP': 1, 'JJ': 1, '.': 1})"
2521,"Counter({'VBD': 1, '.': 1, 'VBP': 1, 'EX': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
2523,"Counter({'NN': 2, 'CD': 2, 'FW': 1, 'CC': 1, 'WP': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, ':': 1})"
2525,"Counter({'VB': 2, 'CD': 2, 'PRP': 2, 'IN': 2, 'MD': 1, 'NN': 1, 'VBD': 1, 'WP': 1, ',': 1, 'TO': 1, 'DT': 1, '.': 1, 'NNS': 1})"
2527,"Counter({'DT': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
2529,"Counter({'VB': 1, 'RBR': 1, '.': 1, 'TO': 1, 'JJ': 1, 'VBZ': 1})"
2531,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1})"
2533,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBD': 1, '.': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
2535,"Counter({'VB': 2, 'RB': 2, 'NN': 2, 'JJ': 2, 'MD': 1, 'CC': 1, 'IN': 1, '.': 1, 'WP': 1, 'DT': 1, 'NNP': 1})"
2537,"Counter({'WRB': 2, 'NN': 2, 'JJ': 2, 'VBZ': 2, 'DT': 2, 'VBD': 1, '.': 1, 'IN': 1})"
2539,"Counter({'NN': 2, 'IN': 1, 'RBS': 1, '.': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2541,"Counter({'NN': 2, 'IN': 2, 'VBN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'NNS': 1})"
2543,"Counter({'NNP': 5, 'NN': 4, 'VB': 3, 'JJ': 3, ')': 2, '(': 2, 'WRB': 1, 'VBD': 1, 'CD': 1, 'VBP': 1, '.': 1})"
2545,"Counter({'RB': 4, 'VBZ': 3, 'VBG': 2, 'NN': 2, 'CC': 2, 'PRP': 2, '.': 2, 'WRB': 1, 'PRP$': 1, 'JJ': 1, 'VBN': 1, 'RP': 1, 'DT': 1})"
2547,"Counter({'NN': 6, 'VB': 2, 'TO': 2, 'JJ': 2, 'WRB': 1, '.': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
2549,"Counter({'VB': 2, 'NNS': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1})"
2551,"Counter({'RB': 3, 'NNS': 3, '.': 2, 'IN': 2, 'VB': 1, 'NN': 1, 'CC': 1, 'VBP': 1, 'JJ': 1, 'VBZ': 1})"
2553,"Counter({'VB': 2, 'VBG': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'IN': 1, 'WRB': 1, 'NNS': 1})"
2555,"Counter({'NN': 1, 'WP': 1, 'VBN': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
2557,"Counter({'JJ': 3, 'VBP': 2, 'WDT': 2, 'NNS': 2, 'CC': 1, '.': 1, 'DT': 1})"
2559,"Counter({'VB': 1, 'NN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
2561,"Counter({'NN': 3, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'IN': 1, 'DT': 1})"
2563,"Counter({'JJ': 2, 'NN': 1, 'CC': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2565,"Counter({'NN': 4, '.': 3, 'DT': 2, 'CD': 2, 'NNS': 2, 'VBD': 1, 'CC': 1, 'WDT': 1, 'JJ': 1, 'IN': 1})"
2567,"Counter({'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'EX': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
2569,"Counter({'VB': 3, 'VBZ': 1, 'TO': 1, '.': 1, 'WP': 1})"
2571,"Counter({'NN': 5, 'NNP': 2, 'VB': 1, 'CC': 1, '(': 1, 'IN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2573,"Counter({'CD': 3, 'NNS': 3, 'VB': 2, 'MD': 1, 'NN': 1, ',': 1, '.': 1, 'TO': 1, 'VBP': 1, 'IN': 1, 'PRP$': 1})"
2575,"Counter({'NN': 5, 'VB': 2, 'JJ': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'CC': 1, '.': 1, 'DT': 1, 'NNS': 1})"
2577,"Counter({'VBP': 2, 'JJ': 2, 'WRB': 1, 'NN': 1, '.': 1, 'IN': 1, 'NNS': 1})"
2579,"Counter({'VB': 1, 'NN': 1, 'WP': 1, 'VBN': 1, '.': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1})"
2581,"Counter({'NN': 2, 'VBG': 1, 'JJ': 1, 'VBN': 1, '.': 1, 'RB': 1, 'IN': 1, 'VBZ': 1})"
2583,"Counter({'JJ': 3, 'VB': 1, 'WP': 1, '.': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2585,"Counter({'NN': 6, 'PRP$': 3, 'IN': 3, 'MD': 1, ',': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
2587,"Counter({'NNS': 4, 'IN': 3, 'JJ': 2, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'DT': 1})"
2589,"Counter({'NN': 8, 'JJ': 4, 'IN': 4, 'VB': 3, '.': 3, 'DT': 3, 'VBP': 2, 'MD': 1, 'VBG': 1, 'RB': 1, 'TO': 1, 'NNS': 1, 'NNP': 1})"
2591,"Counter({'NN': 4, 'IN': 3, 'PRP$': 2, 'NNS': 2, 'WRB': 1, 'CC': 1, 'VBN': 1, 'VBG': 1, 'VBP': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
2593,"Counter({'NN': 2, 'JJ': 2, 'VB': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2595,"Counter({'NN': 6, 'IN': 5, 'VB': 3, 'PRP$': 2, '.': 2, 'TO': 2, 'PRP': 2, 'DT': 2, 'MD': 1, 'VBG': 1, 'JJ': 1, 'NNS': 1})"
2597,"Counter({'NN': 2, 'RB': 1, 'RBS': 1, 'VBN': 1, '.': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2599,"Counter({'NN': 3, 'JJ': 2, 'CD': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
2601,"Counter({'NN': 6, '.': 6, 'PRP': 3, 'DT': 3, 'VB': 2, 'TO': 2, 'VBZ': 2, 'VBG': 1, 'WRB': 1, 'IN': 1, ',': 1, 'VBP': 1, 'VBN': 1, 'JJ': 1, 'JJR': 1})"
2603,"Counter({'DT': 2, 'VB': 1, 'VBG': 1, 'NN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'NNS': 1})"
2605,"Counter({'NN': 2, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2607,"Counter({'NN': 2, 'CD': 2, 'JJ': 2, 'DT': 2, 'WRB': 1, 'CC': 1, 'IN': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
2609,"Counter({'NN': 2, 'CC': 1, 'RBR': 1, 'VBN': 1, '.': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, ':': 1})"
2611,"Counter({'NN': 2, 'VBZ': 1, 'IN': 1, '.': 1, 'WP': 1})"
2613,"Counter({'VB': 3, 'TO': 2, 'WRB': 1, 'JJ': 1, 'NN': 1, '.': 1, 'PRP': 1, 'RB': 1, 'VBZ': 1})"
2615,"Counter({'NN': 7, 'VBP': 4, 'IN': 4, 'VB': 2, 'RB': 2, '.': 2, 'JJ': 2, 'PRP': 1, 'DT': 1, 'CD': 1, 'NNS': 1})"
2617,"Counter({'NN': 4, 'NNS': 4, 'JJ': 3, 'IN': 3, 'VBP': 2, 'VB': 1, 'WRB': 1, 'RB': 1, '.': 1, 'DT': 1})"
2619,"Counter({'NN': 2, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
2621,"Counter({'NN': 1, 'VBD': 1, 'CD': 1, 'WDT': 1, 'PRP': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
2623,"Counter({'DT': 2, 'VB': 1, 'VBG': 1, 'NN': 1, 'VBN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
2625,"Counter({'NN': 6, 'IN': 5, 'DT': 3, 'JJS': 1, 'CD': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, '.': 1})"
2627,"Counter({'PRP': 3, 'IN': 3, 'WRB': 2, 'NN': 2, 'MD': 1, 'PRP$': 1, 'JJ': 1, 'VBD': 1, 'VB': 1, 'CD': 1, 'VBP': 1, 'RB': 1, 'RP': 1, '.': 1})"
2629,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBG': 1, 'NNS': 1})"
2631,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'WRB': 1, '.': 1, 'TO': 1, 'VBP': 1, 'VBG': 1, 'DT': 1})"
2633,"Counter({'JJ': 2, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2635,"Counter({'NN': 2, 'JJ': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'IN': 1})"
2637,"Counter({'NN': 5, 'JJ': 2, 'VBZ': 1, '.': 1})"
2639,"Counter({'NN': 6, 'DT': 3, '.': 2, 'IN': 2, 'VBG': 1, 'VB': 1, 'WRB': 1, 'WP': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'VBZ': 1, ':': 1, 'NNS': 1, 'NNP': 1})"
2641,"Counter({'VBZ': 1, '.': 1, 'VBN': 1, 'NN': 1, 'WP': 1})"
2643,"Counter({'NN': 3, 'DT': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1})"
2645,"Counter({'NN': 3, 'JJ': 2, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1})"
2647,"Counter({'VB': 2, 'NN': 2, 'RP': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1, 'WRB': 1, 'DT': 1})"
2649,"Counter({'NN': 4, 'NNS': 3, 'CC': 2, 'VBP': 2, 'RB': 2, 'WRB': 1, '.': 1, 'IN': 1, 'DT': 1})"
2651,"Counter({'NN': 3, 'JJ': 2, 'IN': 2, 'DT': 2, 'WP': 1, '.': 1, 'VBZ': 1})"
2653,"Counter({'VB': 3, 'NN': 2, 'CC': 2, 'JJ': 2, 'MD': 1, 'WRB': 1, 'VBN': 1, '.': 1, 'EX': 1, 'VBZ': 1, 'DT': 1})"
2655,"Counter({'VB': 2, 'CD': 2, 'JJ': 2, 'MD': 1, 'NN': 1, 'IN': 1, '.': 1})"
2658,"Counter({'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2660,"Counter({'VB': 2, 'MD': 1, 'VBG': 1, 'NN': 1, 'VBD': 1, 'WP': 1, '.': 1, 'IN': 1})"
2662,"Counter({'NNS': 2, 'VB': 1, 'JJ': 1, 'VBN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'RB': 1})"
2664,"Counter({'NN': 3, 'IN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'PRP': 1, 'DT': 1})"
2666,"Counter({'NN': 8, 'IN': 4, 'DT': 4, 'VBZ': 2, 'WRB': 1, 'CC': 1, 'WP': 1, 'VBN': 1, '.': 1, 'NNS': 1})"
2668,"Counter({'NN': 8, 'JJ': 2, 'IN': 2, 'WP': 1, '.': 1, 'VBZ': 1})"
2670,"Counter({'NN': 5, 'IN': 2, 'PRP$': 1, 'WRB': 1, 'VBD': 1, 'VBN': 1, '.': 1, 'VBZ': 1, 'DT': 1})"
2672,"Counter({'VB': 1, 'RB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2674,"Counter({'NN': 5, 'VB': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'IN': 1})"
2676,"Counter({'NN': 5, 'DT': 3, 'CC': 2, 'CD': 2, 'JJ': 2, 'VBZ': 2, 'VB': 1, 'TO': 1, '.': 1})"
2678,"Counter({'JJ': 2, 'NN': 1, 'WP': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2680,"Counter({'NN': 6, 'IN': 3, 'VB': 2, 'DT': 2, 'CC': 1, 'MD': 1, ')': 1, '(': 1, 'VBN': 1, '.': 1, 'TO': 1, 'NNS': 1})"
2682,"Counter({'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2684,"Counter({'VB': 3, 'VBZ': 1, 'MD': 1, '.': 1, 'WP': 1})"
2686,"Counter({'NN': 3, 'VBP': 2, 'JJ': 2, 'IN': 2, 'VBG': 2, 'DT': 2, 'NNS': 2, 'WRB': 1, 'CC': 1, 'CD': 1, '.': 1})"
2688,"Counter({'NN': 5, 'VB': 3, 'WRB': 1, 'VBD': 1, 'CC': 1, '.': 1, 'TO': 1, 'IN': 1})"
2690,"Counter({'NN': 5, '.': 3, 'JJ': 2, 'IN': 2, 'DT': 2, 'WRB': 1, 'RB': 1, 'CD': 1, 'VBZ': 1})"
2692,"Counter({'VB': 2, 'NNS': 1, 'WRB': 1, 'PRP': 1, '.': 1})"
2694,"Counter({'NN': 2, 'DT': 2, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
2696,"Counter({'VB': 2, 'IN': 2, 'VBG': 1, 'WP': 1, '.': 1, 'TO': 1, 'PRP': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
2698,"Counter({'NN': 2, 'DT': 2, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1})"
2700,"Counter({'NNS': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
2702,"Counter({'NN': 2, 'VB': 1, 'CC': 1, '.': 1, 'WP': 1, 'VBZ': 1})"
2704,"Counter({'NN': 8, 'DT': 2, 'WRB': 1, 'CD': 1, 'TO': 1, 'VBZ': 1, '.': 1})"
2706,"Counter({'NN': 6, 'IN': 3, 'VB': 2, 'JJ': 2, 'WRB': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'DT': 1, 'NNP': 1})"
2708,"Counter({'NN': 5, 'IN': 4, 'PRP': 4, 'VB': 3, '.': 3, 'PRP$': 2, ',': 2, 'VBP': 2, 'DT': 2, 'VBG': 1, 'WRB': 1, 'JJ': 1, 'JJS': 1, 'TO': 1, 'RB': 1, 'WP': 1, 'VBZ': 1})"
2710,"Counter({'NN': 3, 'IN': 2, '.': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
2712,"Counter({'NN': 2, 'DT': 2, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1})"
2714,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, 'VBN': 1, '.': 1, 'IN': 1})"
2716,"Counter({'VBG': 1, 'NN': 1, 'WP': 1, 'JJS': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
2718,"Counter({'NN': 3, 'VBN': 2, 'PRP$': 1, 'JJS': 1, '.': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2720,"Counter({'NN': 2, 'VBP': 2, 'MD': 1, 'VB': 1, 'CC': 1, 'IN': 1, 'PRP$': 1, '.': 1, 'PRP': 1, 'RB': 1, 'WP': 1, 'NNS': 1})"
2722,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'JJ': 1, 'VBZ': 1})"
2724,"Counter({'NN': 6, 'JJ': 4, 'VB': 3, 'VBP': 3, 'IN': 3, 'TO': 2, 'PRP': 2, '.': 2, 'CC': 1, 'VBG': 1, 'RB': 1, ')': 1, '(': 1, ',': 1, 'CD': 1, 'VBZ': 1})"
2726,"Counter({'NN': 6, 'DT': 2, 'VB': 1, 'TO': 1, 'CC': 1, '(': 1, 'WP': 1, '.': 1, ')': 1, 'IN': 1, 'VBZ': 1})"
2728,"Counter({'NN': 5, 'JJ': 3, 'IN': 3, 'VB': 2, 'TO': 2, 'DT': 2, 'WRB': 1, 'VBD': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'NNS': 1})"
2730,"Counter({'NN': 7, 'MD': 2, 'IN': 2, 'DT': 2, 'NNS': 2, 'VB': 1, 'RB': 1, 'VBD': 1, 'VBN': 1, 'CD': 1, 'TO': 1, 'JJ': 1, '.': 1})"
2732,"Counter({'NN': 1, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'NNS': 1})"
2734,"Counter({'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'IN': 1})"
2736,"Counter({'NN': 5, 'IN': 4, 'DT': 4, '.': 3, 'RB': 2, 'CD': 2, 'VBP': 2, 'PRP': 2, 'JJ': 2, 'NNS': 2, 'CC': 1, 'WP': 1, 'VBZ': 1})"
2738,"Counter({'NN': 4, 'VB': 3, '.': 2, 'IN': 2, 'VBZ': 2, 'WRB': 1, 'WP': 1, 'TO': 1, 'PRP': 1, 'DT': 1})"
2741,"Counter({'VB': 3, 'PRP': 3, 'NN': 2, 'JJ': 2, 'IN': 2, 'DT': 2, 'MD': 1, 'CC': 1, '.': 1, 'TO': 1, 'VBZ': 1, 'NNS': 1})"
2743,"Counter({'NN': 3, 'CC': 2, 'JJ': 2, 'IN': 2, 'WP': 1, '.': 1, 'VBZ': 1, 'DT': 1})"
2745,"Counter({'NN': 2, 'VBP': 2, 'NNS': 2, 'VBG': 1, 'WP': 1, '.': 1, 'IN': 1})"
2747,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'DT': 1})"
2749,"Counter({'IN': 5, 'DT': 5, 'NN': 3, 'JJ': 3, 'NNS': 3, 'VB': 2, '.': 2, 'VBP': 2, 'PRP': 2, 'VBG': 1, 'PRP$': 1, 'WRB': 1})"
2751,"Counter({'NN': 2, 'WRB': 1, 'CC': 1, 'JJS': 1, ',': 1, '.': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2753,"Counter({'JJ': 3, 'NN': 2, 'VB': 1, '.': 1, 'TO': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2755,"Counter({'NN': 3, 'DT': 2, 'MD': 1, 'VB': 1, 'VBN': 1, '.': 1, 'JJ': 1, 'IN': 1, 'NNS': 1, 'NNP': 1})"
2757,"Counter({'NN': 2, 'VBD': 1, '.': 1, 'WP': 1, 'DT': 1, 'NNP': 1})"
2759,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'RBR': 1, '.': 1, 'JJ': 1})"
2761,"Counter({'NN': 2, 'WRB': 1, '.': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
2763,"Counter({'NN': 5, 'DT': 5, 'IN': 4, 'JJ': 2, 'WRB': 1, ',': 1, 'JJR': 1, 'VBZ': 1, '.': 1})"
2765,"Counter({'NN': 3, 'IN': 2, 'VB': 1, 'WRB': 1, 'VBD': 1, '.': 1, 'RB': 1, 'DT': 1, 'NNS': 1})"
2767,"Counter({'VB': 2, 'NNS': 2, 'MD': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1})"
2769,"Counter({'JJ': 2, 'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2771,"Counter({'NN': 8, 'CC': 2, 'DT': 2, 'PRP$': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1, 'VBZ': 1})"
2773,"Counter({'JJ': 4, 'NN': 2, 'VB': 1, 'CC': 1, 'IN': 1, 'JJS': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
2775,"Counter({'PRP$': 2, 'NN': 2, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'NNS': 1})"
2777,"Counter({'NN': 2, 'JJ': 2, 'VBD': 1, '.': 1, 'WP': 1, 'DT': 1})"
2779,"Counter({'NN': 4, 'VB': 2, 'JJ': 2, 'WRB': 1, 'CD': 1, 'PRP': 1, 'IN': 1, 'DT': 1, '.': 1})"
2781,"Counter({'TO': 2, 'DT': 2, 'VB': 1, 'NN': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'NNS': 1})"
2783,"Counter({'VB': 9, 'PRP': 7, 'JJ': 4, 'IN': 3, 'MD': 2, ',': 2, 'TO': 2, 'VBG': 1, 'NN': 1, 'FW': 1, 'CC': 1, '.': 1, 'VBP': 1, 'VBZ': 1, 'NNP': 1})"
2785,"Counter({'RB': 2, 'JJ': 2, 'NN': 1, 'VBD': 1, ')': 1, '(': 1, 'IN': 1, '.': 1, 'VBP': 1, 'WP': 1, 'DT': 1, 'NNS': 1})"
2787,"Counter({'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'JJ': 1, 'WP': 1, 'NNS': 1})"
2789,"Counter({'NN': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'PRP': 1, 'IN': 1})"
2791,"Counter({'NN': 3, 'IN': 2, 'PRP$': 1, 'RBS': 1, 'VBN': 1, '.': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
